,Query,Document,Relevance Actual,Relevance Predicted
6849,when and where did the battle of manassas take place,"References. Manassas National Battlefield Park - The Battle of First Manassas. The Manassas Campaign, Virginia, July 21, 1861. Robert Underwood Johnson, Clarence Clough Buell, Battles and Leaders of the Civil War: The Opening Battles, Volume 1 (Pdf), New York: The Century Co., 1887. Longacre, Edward G. (2014).",1,-1
6850,when and where did the battle of manassas take place,"The battle was fought on July 21, 1861, in Prince William County, Virginia, just north of the city of Manassas and about 30 miles west-southwest of Washington, D.C. The Union 's forces were slow in positioning themselves, allowing Confederate reinforcements time to arrive by rail.",3,-1
6851,when and where did the battle of manassas take place,"Boonsboro. Funkstown. Manassas Gap. The Battle of Aldie took place on June 17, 1863, in Loudoun County, Virginia, as part of the Gettysburg Campaign of the American Civil War .",0,-1
6852,when and where did the battle of manassas take place,"Williamsport. Boonsboro. Funkstown. Manassas Gap. Gettysburg Campaign (July 5–14) Confederate. Union. Map of Boonsboro Battlefield core and study areas by the American Battlefield Protection Program. The Battle of Boonsboro took place on July 8, 1863, in Washington County, Maryland, as part of the Retreat from Gettysburg during the Gettysburg Campaign of the American Civil War .",0,-1
6853,when and where did the battle of manassas take place,"On July 21, 1861, he was with his regiment at the First Battle of Bull Run during the Manassas Campaign, where Army commander Winfield Scott detailed him to carry messages to Major General Irvin McDowell.",0,-1
6854,when and where did the battle of manassas take place,"History. In July 1861, the First Battle of Manassas —also known as the First Battle of Bull Run—was fought nearby, the first major land battle of the American Civil War. Manassas commemorated the 150th anniversary of the First Battle of Manassas on July 21–24, 2011. Fencing at Manassas Battlefield.",2,-1
6855,when and where did the battle of manassas take place,"The Second Battle of Manassas (or the Second Battle of Bull Run) was fought near Manassas on August 28–30, 1862. At that time, Manassas Junction was little more than a railroad crossing, but a strategic one, with rails leading to Richmond, Virginia, Washington, D.C., and the Shenandoah Valley. Despite these two Confederate victories, Manassas Junction was in Union hands for most of the war.",2,-1
6856,when and where did the battle of manassas take place,"Manassas National Battlefield Park. U.S. National Register of Historic Places. U.S. Historic district. U.S. National Battlefield Park. 
NRHP reference No. 66000039. Added to NRHP. October 15, 1966. Manassas National Battlefield Park is a unit of the National Park Service located in Prince William County, Virginia, north of Manassas that preserves the site of two major American Civil War battles: the First Battle of Bull Run, also called the First Battle of Manassas, and the Second Battle of Bull Run or Second Battle of Manassas.",0,-1
6857,when and where did the battle of manassas take place,"Second Battle of Bull Run. / ﻿ 38.81246°N 77.52131°W ﻿ / 38.81246; -77.52131. / ﻿ 38.81246°N 77.52131°W ﻿ / 38.81246; -77.52131. The Second Battle of Bull Run or Battle of Second Manassas was fought August 29–30, 1862, in Prince William County, Virginia, as part of the American Civil War. It was the culmination of the Northern Virginia Campaign waged by Confederate Gen. Robert E. Lee 's Army of Northern Virginia against Union Maj. Gen. John Pope 's Army of Virginia, and a battle of much larger scale and numbers than the First Battle of Bull Run (or First Manassas) fought on July 21, 1861 on the same ground.",2,-1
6858,when and where did the battle of manassas take place,"The Union flanking column's lead troops, commanded by Ambrose E. Burnside, cross Sudley Ford across Bull Run. July 21, 1861, 10:00 a.m. Union troops under Ambrose E. Burnside begin fighting with Confederates under Nathan ""Shanks"" Evans positioned on Matthews Hill during the First Battle of Manassas. July 21, 1861, 11:30 a.m.",1,-1
6859,when and where did the battle of manassas take place,"First Battle of Manassas or Bull Run. Date. July 21, 1861. Location. Prince William County, Virginia. Combatants. United States. Confederacy.",0,-1
6860,when and where did the battle of manassas take place,"Union general Irvin McDowell halts his advance, giving the Confederates time to consolidate their new position. July 21, 1861, 2:00—3:00 p.m. Fighting around Henry House Hill winds down during the First Battle of Manassas. July 21, 1861: 3:00 p.m.",2,-1
6861,when and where did the battle of manassas take place,"SUMMARY. The First Battle of Manassas, or Bull Run, fought on July 21, 1861, was the first major battle of the American Civil War (1861–1865). United States president Abraham Lincoln—under pressure from the public that urged the army “On to Richmond!”—went against the advice of his aging general-in-chief Winfield Scott and ordered an attack.",1,-1
6862,when and where did the battle of manassas take place,Each fact includes informative statements so you will have broader knowledge about the subject. The First Battle of Bull Run is also known as the First Battle of Manassas. Confederates called it the First Battle of Manassas because the battle took place near the city of Manassas in Virginia.,0,-1
6863,when and where did the battle of manassas take place,"Battle of Second Manassas - Take Command – Review. This real-time combat simulator will have you on the edge of your seat as you watch the battles of the American Civil War unfold. From the position of general, you will command your troops and take total control of the battle.",0,-1
6864,when and where did the battle of manassas take place,"Known in the north as the Battle of Bull Run and in the South as the Battle of Manassas, this battle, fought on July 21 1861 in Virginia was the first major battle of the Civil War. It was a Confederate victory. (A year later there was a second battle fought in the area known as the Second Battle of Bull Run or Second Manassas depending of the side describing it.",1,-1
6865,when and where did the battle of manassas take place,"The first battle was at Fort Sumter, South Carolina. The first major battle between the northern (Union) army and the southern (Confederate) army took place at Bull Run, in Manassas, Virginia, in July 1861. The Union expected the war to end quickly.",1,-1
6866,when and where did the battle of manassas take place,"Also called the Second Battle of Manassas, the Second Battle of Bull Run was fought over a year after the First Battle of Bull Run on the same ground. It took place between 28th and 30th August, 1862. In short, the battle was a fast moving Confederate offensive against a larger enemy inferior in leadership and morale.",1,-1
6867,when and where did the battle of manassas take place,"First Battle of Bull Run. Remembered as the first major battle of the Civil War and also called the First Battle of Manassas, it was fought on the 21st of July 1861 at a small tributary of the Potomac River named Bull Run, near Manassas in Virginia.",1,-1
6868,when and where did the battle of manassas take place,"e. Manassas Campaign. Fairfax Court House (June 1861) Arlington Mills. Vienna, Virginia. Hoke's Run. Blackburn's Ford. 1st Bull Run. The First Battle of Bull Run, also known as First Manassas (the name used by Confederate forces), was fought on July 21, 1861, in Prince William County, Virginia, near the city of Manassas.",1,-1
6869,when and where did the battle of manassas take place,"July 21, 1861. Battle of Bull Run. The Battle of Bull Run takes place near Manassas, Virginia. Confederate General Beauregard defeats the Union forces under General Irvin McDowell. Confederate General Thomas J. Jackson is nicknamed “Stonewall” for his firm stand at a crucial moment in the battle.",0,-1
6870,when and where did the battle of manassas take place,"Bull Run. The First Battle of Bull Run, also known as First Manassas (the name used by Confederate forces), was fought on July 21, 1861, in Prince William County, Virginia, near the city of Manassas. It was the first major land battle of the American Civil War.",1,-1
6871,when and where did the battle of manassas take place,"The confederates called it The First Battle of Manassas , which is what it is called in the south. It was the first major battle in the Civil War that was fought on land. Was fought on July 21, 1861 near the town of Manassas, Virginia. Union (Brig. Gen. Irvin McDowell) vs. Confederacy (Brig. Gen. Joseph E. Johnston & Brig. Gen. P.G.T. Beauregard).",1,-1
6872,when and where did the battle of manassas take place,"the first battle of the Civil War, it took place on July 2, 1861 at Manassas Junction, VA at which surprised Union troops retreated, it showed that the war was not going to be one quick clean battle. George McClellan. A general. Was commander of the Union army of the East, known as the Army of the Potomac.",0,-1
6873,when and where did the battle of manassas take place,"The First Battle of Bull Run (also known as the First Manassas) was fought on July 21, 1861. It was the first major battle of the Civil War and resulted in a Confederate victory. Create an account.",0,-1
6874,when and where did the battle of manassas take place,"April 6-7,1862 Battle of Shiloh. Defense: The Battle of Shiloh also known as the Battle of Pittsburg Landing in Tennessee was a major battle fought in the Western Theater of the Civil War.",0,-1
6875,when and where did the battle of manassas take place,"July 21,1861 First Battle of Bull Run. Defense: Known as the First Battle of Bull Run or First Manassas fought in Manassas, Virginia. The Northern public has been pressing for a Union attack on Richmond, Virginia since the fall of Fort Sumter. Unseasoned troops of both the Union and the CSA will now engage in the “first major land battle of the Civil War”.",1,-1
6876,when and where did the battle of manassas take place,"May 21. The Confederacy names Richmond, Virginia as their Capital. Jul 21. First Battle of Bull Run (aka First Battle of Manassas by the Confederates); it was the first land battle of major proportions in the Civil War. The battle took place near the city of Manassas in Prince William County, Virginia.",1,-1
6877,when and where did the battle of manassas take place,"14. Manassas. Situated in northern Virginia, Manassas is a great place to learn about the country's history. Most visitors come here to tour the Manassas National Battlefield Park, where two important Civil War battles took place in 1861 and 1862.",1,-1
6878,when and where did the battle of manassas take place,"He led the Yankees to seven World. Series and made two million dollars in his career. Jack ""the Manassa. Mauler"" Dempsey was one of the best heavyweight boxers of all time. He. was a heavyweight champion and fought and won against Georges. Carpentier. The battle was later called ""The Battle of the Century"".",0,-1
6879,when and where did the battle of manassas take place,View Map. Follow the footsteps of the battles that helped define one of the most divisive moments in American History. The Manassas National Battlefield Park is the location of two major Civil War battles. The first and second battle of Manassas in 1861 and 1862 respectively were both fought on this historic ground.,1,-1
6880,when and where did the battle of manassas take place,"Best Answers. Known as the First Battle of Bull Run (or Manassas), the engagement began when about 35,000 Union troops marched from the federal capital in Washington, D.C. to strike a Confederate force of 20,000 along a small river known as Bull Run. read more. Prelude to the First Battle of Bull Run (Manassas) By July 1861, two months after Confederate troops opened fire on Fort Sumter to begin the Civil War, the northern press and public were eager for the Union Army to make an advance on Richmond ahead of the planned meeting of the Confederate Congress there on July 20. read more.",1,-1
6881,when and where did the battle of manassas take place,What were the causes for the First Battle of Bull Run? A B C D E F G H I J K L M N O P Q R S T U V W X Y Z. Filter by alphabet A B C D E F G H I J K L M N O P Q R S T U V W X Y Z.,0,-1
6882,when and where did the battle of manassas take place,"Source: history.com. 1 0. The First and Second Battle of Bull Run, the first major Battle of the Civil War, was mainly politically caused by the secession of the South, but there is an interesting military cause to analyze that they share--Union overconfidence (and some might say even incompetence). read more. Source: quora.com.",0,-1
6883,when and where did the battle of manassas take place,"1 0. The First Battle of Bull Run (the name used by Union forces), also known as the First Battle of Manassas (the name used by Confederate forces), was fought on July 21, 1861 in Prince William County, Virginia, just north of the city of Manassas and about 25 miles west-southwest of Washington, D.C. read more. Source: en.wikipedia.org.",1,-1
6884,when and where did the battle of manassas take place,"July 21, 1861. First Battle of Bull Run. General Stonewall Jackson and some of his soldiers monitor the action of the First Battle of Bull Run in Virginia in 1861. Library of Congress, Washington, D.C. (LC-DIG-pga-11168) The First Battle of Bull Run, or the First Battle of Manassas, takes place near Manassas in northern Virginia and ends in a Confederate rout of Union forces.",1,-1
6885,when and where did the battle of manassas take place,"Let us know . Battle of Marengo, (June 14, 1800), narrow victory for Napoleon Bonaparte in the War of the Second Coalition, fought on the Marengo Plain about 3 miles (5 km) southeast of Alessandria, in northern Italy, between Napoleon’s approximately 28,000 troops and some 31,000 Austrian troops under General Michael Friedrich von Melas; it resulted in the French occupation of Lombardy up to the Mincio River and secured Napoleon’s military and civilian authority in Paris.",0,-1
6886,when and where did the battle of manassas take place,"Learn through an animated map about the First Battle of Bull Run. Overview of the First Battle of Bull Run during the American Civil War. © Civil War Trust ( A Britannica Publishing Partner) See all videos for this article. First Battle of Bull Run, also called First Battle of Manassas , Battle of First Manassas, or Manassas Junction, (July 21, 1861), in the American Civil War, the first of two engagements fought at a small stream named Bull Run, near Manassas in northern Virginia.",1,-1
